company_name,supplier_address,supplier_name,supplier_tier,supplier_latlon
Lindex,MalkoÃ§oÄlu Mah. Eski Edirne AsfaltÄ± GÃ¶kler Ä°Å Merkezi No:883 Kat:4 Sultangazi Ä°stanbul Turkey,Korteks Tekstil,Tier 1 Supplier,
Lindex,"Ä°kitelli Org. San. BÃ¶lg. Turgut Ãzal Cd. No.109 Ä°kitelli, Istanbul, Marmara, Turkey",Akademi Tekstil San. Tic. Ltd. Åti.,Tier 1 Supplier,
Lindex,S.Cesme mah. Ataturk cad. Koclar sok. No:45 K.Cekmece Istanbul Turkey,Ateks Tekstil,Tier 1 Supplier,
Lindex,"Organize Sanayi BolgesiAtaturk Cad No: 10 - 12, Turkey",Bony Tekstil Isletmeleri San. Ve Tic. A.s.,Tier 1 Supplier,"[38.491985, 27.038161]"
Lindex,Kandy Industrial Park Pallekele Central Province Sri Lanka,Eskimo Fashion Knitwear (Pvt) Ltd Pallekele,Tier 1 Supplier,
Lindex,"103-226 Ssangmun-3dong, Dobong-Gu 103-226 Seoul South Korea",Korea Industries,Tier 1 Supplier,"[37.645555, 127.0325285]"
Lindex,"44/16 Baseline Road, Kadirana 11500 Negombo Wester Province Sri Lanka",Eskimo Fashion Knitwear Lanka Ltd Kadirana,Tier 1 Supplier,
Lindex,"69-3, Cheongcheon-dong Bupyung-gu 403-855 Incheon-si South Korea",Gui Sung,Tier 1 Supplier,"[37.5183555, 126.6908323]"
Lindex,"66,Hoguk-ro 929beon-gil Pocheon-si,Gyeonggi-do 487020 Pocheon-si Gyeonggi-do South Korea",Hyun Jae Textile,Tier 1 Supplier,
Lindex,"P-3, Block 5, Federal B. Area, 75950 Karachi Pakistan",Soorty Enterprises Unit 2,Tier 1 Supplier,"[24.9338132, 67.05763879999999]"
Lindex,337-9 Shinsa-Dong Eunpyung-Ku Seoul South Korea,"D.S. Textile Co.,Ltd",Tier 1 Supplier,
Lindex,"Plot 24 - 26, Sec 23, Korangi Industrial Area, 74900 Karachi Pakistan",Soorty Enterprises Unit 1,Tier 1 Supplier,"[24.8373725, 67.1166204]"
Lindex,"VIA GRECIA 20, CASTEL GOFFREDO (MN), ITALY",CALZIFICIO B.M. S.R.L.,Tier 1 Supplier,
Lindex,"No. 10 Bardella Street, Castel Goffredo, Mantova, 46042, Italy",Calzaturificio Nuovo Giodi,Tier 1 Supplier,"[45.0564468, 10.9326926]"
Lindex,"Plot - 22, Sector 16 , Korangi Industrial Area, 79400, Karachi",Kings Apparel Industries (Pvt) Ltd - Unit 1,Tier 1 Supplier,
Nike Inc.,"Building 1 2 4 & 5 No. 2 Shi Ji Yi Road Huo Ju Development Area, Zhongshan, Guangdong, China","Zhongshan Zhijie Footwear Technical Service Co., Ltd.",Tier 1 Supplier,
Nike Inc.,"ZHANAGTAI RD, GUOKENG TOWN LONGWEN DT, ZHANGZHOU CITY, FUJIAN, CHINA","ZHANGZHOU QIMEI ENTERPRISE CO., LTD",Tier 1 Supplier,
Nike Inc.,"No 16, Changxing Road, Yangshe Town, 215600, Zhangjiagang, Jiangsu","Zhangjiagang China Resources Accessories Co., Ltd",Tier 1 Supplier,"[31.898621, 120.53961]"
Nike Inc.,"HUAFENG INDUSTRY GARDEN, XINNING, GUANGDONG, CHINA","XINCHANG SHOES CO.,LTD",Tier 1 Supplier,
Nike Inc.,"2ST TOWN, WENTONG INDUSTRY SECTION, DONGGUAN, GUANGDONG, CHINA","WILSON INT'L IND CO., LTD",Tier 1 Supplier,"[22.8259803, 113.6766803]"
Nike Inc.,"Xijiang Industrial Zone, Guigang City, 537100, China","Whampoa Garment Mfg (Guigang) Co.,",Tier 1 Supplier,"[23.414435, 110.308121]"
Nike Inc.,"#1 HUNG DAO VUONG, WARD 1, VINH LONG TOWN, VINH LONG, VINH LONG, VIETNAM",VINH TIEN GARMENT FACTORY,Tier 1 Supplier,
Nike Inc.,"Kengkou Industrial Zone, Liaobu Town, Dongguan, Guangdong, China",Wellpower (Dongguan) Sporting Goods Co. Ltd,Tier 1 Supplier,"[23.074823, 113.855547]"
Nike Inc.,"HOA PHU INDUSTRIAL ZONE, VINH LONG PROVINCE, VIETNAM, LONG HO, VINH LONG, VIETNAM","VINH LONG FOOTWEAR CO., LTD.",Tier 1 Supplier,
Nike Inc.,"1657/3E NATIONAL ROAD 1A, AN PHU DONG WARD, DISTRICT 12, HO CHI MINH, HO CHI MINH CITY, VIETNAM","VINH HUNG - JOINT VENTURE CO., LTD (TMI VIETNAM)",Tier 1 Supplier,
Nike Inc.,"4 FAIRWAYS AVENUE, FAIRWAYS PARK, DURBAN, KWAZULU NATAL, SOUTH AFRICA",VIMAL CLOTHING ENTERPRISE CC,Tier 1 Supplier,
Nike Inc.,"LIBRAMIENTO A PALIZADA S/N VILLA VICTORIA, ESTADO DE MEXICO, CP, MEXICO",VILLA VICTORIA,Tier 1 Supplier,
Nike Inc.,"BAU XEO INDUSTRIAL PARK, TRANG BOM, DONG NAI, VIETNAM",VIETNAM POU SUNG CO. LTD.,Tier 1 Supplier,
Nike Inc.,"58 THOAI NGOC HAU STREET, WARD HOA THANH, TAN PHU DISTRICT, HO CHI MINH, THANH HOA, VIETNAM",VIET THINH GARMENT JOINT STOCK COMPANY,Tier 1 Supplier,
Nike Inc.,"425B NGUYEN DINH CHIEU ST., W.8, BEN TRE, BEN TRE, VIETNAM","VIET HONG GARMENT EXPORT CO., LTD.",Tier 1 Supplier,"[10.236175, 106.3779715]"
Nike Inc.,"653 MOO 4 SOI E 6 PATTANA RD, MUANG, SAMUTPRAKARN, THAILAND","VEGA BALL MANUFACTURING CO.,LTD.",Tier 1 Supplier,"[13.5514714, 100.6707526]"
Nike Inc.,"91 MOO 1 PETCHAKASERN RD. SOI WATTHEINTAD, T.BANMAI, NAKORNPRATHOM, , THAILAND","UNIVERSAL SPORTING GOODS (THAILAND) CO., LTD.",Tier 1 Supplier,
Nike Inc.,"846, JALAN RAYA, SUNGAI  BAKAP, PENANG, MALAYSIA",UNITED SWEETHEARTS GARMENT SDN BHD,Tier 1 Supplier,
Nike Inc.,"665-1 KAMIMANIDA,, ANNAKA, GUNMA-KEN, JAPAN",U-CORPORATION,Tier 1 Supplier,"[36.2993914, 138.8478366]"
Nike Inc.,"7929 SW BURNS WAY, WILSONVILLE, OREGON, USA","U.S. EMBROIDERY, LLC",Tier 1 Supplier,"[45.3325721, -122.7597374]"
Uniqlo Co.,"16/4 Street, Phan Rang Ward, Thap Cham District, Ninh Thuan Province, Vietnam","TIEN THUAN GARMENT CO., LTD.",Tier 1 Supplier,
Uniqlo Co.,"Mycan Hamlet, Nhi My Commune, Cai Lay District, Tien Giang Province, Vietnam",Viet Tan Garment Joint Stock Company,Tier 1 Supplier,"[10.4109191, 106.140451]"
Uniqlo Co.,"40/32 National Road No.13, Hiep Binh Phuoc Ward, Thu Duc Dist., HCMC, Vietnam",SAIGON3 GARMENT JOINT STOCK COMPANY,Tier 1 Supplier,
Uniqlo Co.,"11/2A, Quarter 5, Hiep Thanh Ward, District 12, Ho Chi Minh City, Vietnam","Shin Dong Garment Co., Ltd.",Tier 1 Supplier,
Uniqlo Co.,"Ruc Lien Hamlet, Thuy Son Commune, Thuy Nguyen District, Hai Phong City",NAM THUAN CO. LTD.,Tier 1 Supplier,"[20.9178787, 106.6659746]"
Uniqlo Co.,"Nam Sach IZ, Hai Duong Province, Vietnam",Regent Garment Factory LTD,Tier 1 Supplier,
Uniqlo Co.,"Lot A1, Road No. 787, Thanh Thanh Cong Industrial Park, An Hoa Ward, Trang Bang District, Tay Ninh Province, Vietnam",First Team (Vietnam) Garment Ltd.,Tier 1 Supplier,
Uniqlo Co.,"TRANOC INDUSTRIAL ZONE, BINH THUY DISTRICT, CANTHO CITY, VIETNAM.",MEKO GARMENT JOINT STOCK COMPANY,Tier 1 Supplier,"[10.1006312, 105.7152609]"
Uniqlo Co.,"Workshop E6, E7, E8, E9 (Plot E), CN7, Trang Due Industrial Park, An Duong district, Hai Phong, Vietnam",Crystal Sweater Vietnam Limited,Tier 1 Supplier,
Uniqlo Co.,232-2 Makinouchi Sakurai-City Nara Japan,"SANYO MERIYASU CO.,LTD",Tier 1 Supplier,
Uniqlo Co.,"126 MOO 5, SAHAPAT INDUSTRIAL, KABINBURI, PRACHINBURI, THAILAND","OKAMOTO TEXTILE (THAILAND) CO.,LTD.",Tier 1 Supplier,"[13.9050107, 101.7979613]"
Uniqlo Co.,"Doi Ngo Town, Luc Nam district, Bac Giang province, Vietnam",Bac Giang Garment Joint Stock Company,Tier 1 Supplier,
Uniqlo Co.,"Jl. Raya Solo-Sragen KM 22, Dk. Dawangan, Ds. Purwosuman, Kec. Sidoharjo, Kab. Sragen Jawa Tengah 57281 Indonesia.",PT PAN BROTHERS TBK (SRAGEN),Tier 1 Supplier,"[-7.456562, 110.9593044]"
Uniqlo Co.,"Jl. Soekarno Hatta No. 55, Km. 30. Desa Randu Gunting, Kec. Bergas, Kab. Semarang Jawa Tengah 50552 Indonesia",PT. BERKAH INDO GARMENT,Tier 1 Supplier,
Uniqlo Co.,"JL. RAYA RANCAEKEK-MAJALAYA NO.389 DS. SOLOKANJERUK, KEC. SOLOKANJERUK, KAB. BANDUNG-JAWA BARAT, 40382 INDONESIA",PT Jiale Indonesia Garment,Tier 1 Supplier,"[-7.0051866, 107.7487113]"
Uniqlo Co.,"JL. PECANGAAN-BATE NO. 288 RT.001 RW.005, KEL. GEMULUNG, KEC. PECANGAAN, JEPARA, 59462 JAWA TENGAH INDONESIA",PT Jiale Indonesia Textile,Tier 1 Supplier,
Uniqlo Co.,"West of Xianshi Road, Bei Wai Huan, Zhucheng City, Shandong, China","Zhucheng Yuli Garments Co.,Ltd",Tier 1 Supplier,"[36.0660289, 119.4441177]"
Uniqlo Co.,"No.577, Chenqiao Road, Zhoucun District, Zibo City, Shandong Province, China","ZIBO LANYAN GARMENT CO.,LTD.",Tier 1 Supplier,
Uniqlo Co.,"No.18 Dujiang North Road, Wangjiang Economic Development Zone, Anqing, Anhui","Shenzhou Knitting Anhui Co., Ltd.",Tier 1 Supplier,
Uniqlo Co.,"NO.2,Xiangyang Road, Funing Aoyang Industrial Park, Yancheng, Jiangsu CHINA","YANCHENG YONGTAI GARMENT CO.,LTD.",Tier 1 Supplier,
